PROJECT_ID	TYPE	STATUS	???	???	???	OBJECTIVE	START_DATE	END_DATE	SECTOR	SUB_SECTOR	???	???
BRA/04/044-S131	Cooperação Sul-Sul	Em execução	Fortalecimento Institucional do Kenya Wildlife Service, do Corpo de Bombeiros da Prefeitura de Nairobi e da Autoridade Aeroportuária do Quênia.	Corpo de Bombeiros Militar do Estado do Rio de Janeiro - CBMERJ	Fortalecimento Institucional do Kenya Wildlife Service, do Corpo de Bombeiros da Prefeitura de Nairobi e da Autoridade Aeroportuária do Quênia.	 O quênia é um país que possui diversas características físicas, divididas em: áreas áridas e semi-áridas, zona costeira, platôs, planaltos e a bacia em torno do lago victoria. o país possui a  segunda maior montanha coberta de neve (Monte quênia) na África, alcançando a altura de 5.199 metros, após o Monte Kilimanjaro, além de parques e reservas ecológicas conhecidos mundialmente.  nesse contexto, o projeto de cooperação tem o objetivo de fortalecer as capacidades das instituições envolvidas no setor, apoiando a implementação de um destacamento de salvamento marítimo no KWs, já tendo capacitado 50 profissionais quenianos em técnicas de salvamento marítimo. os equipamentos utilizados  para os treinamentos foram todos doados pelo Brasil. ainda estão previstas capacitações nas áreas de prevenção e combate a incêndios florestais e busca e salvamento em montanhas, além do  apoio à implantação de um sistema de Comando de incidentes.	08/11/2008	17/11/2012	 Defesa	 Treinamento Militar	Corpo de Bombeiros Militar do Estado do Rio de Janeiro - CBMERJ	BRA/04/044-S131 - Fortalecimento Institucional do Kenya Wildlife Service, do Corpo de Bombeiros da Prefeitura de Nairobi e da Autoridade Aeroportuária do Quênia.
BRA/04/044-A273.	Cooperação Sul-Sul	Concluído	Missão para detalhamento da Fase II do Subprojeto  “Implantação de Data Center para Apoio aos Serviços e Sistemas do Governo de São Tomé e Príncipe”		Missão para detalhamento da Fase II do Subprojeto  “Implantação de Data Center para Apoio aos Serviços e Sistemas do Governo de São Tomé e Príncipe”	 A atividade isolada viabilizar a realização de reuniões técnicas entre representantes do SERPRO e instituições santomenses pertinentes com vistas a preparar  a Fase II do Subprojeto “Implantação de Data Center para Apoio aos Serviços e Sistemas do Governo de São Tomé e Príncipe”.	10/11/2008	31/01/2009	 Administração Pública	 Governança Eletrônica		BRA/04/044-A273. - Missão para detalhamento da Fase II do Subprojeto  “Implantação de Data Center para Apoio aos Serviços e Sistemas do Governo de São Tomé e Príncipe”
BRA/04/044-A272	Cooperação Sul-Sul	Concluído	Missão de Prospecção para Cooperação Técnica na Área de Saúde - HIV/AIDS		Missão de Prospecção para Cooperação Técnica na Área de Saúde - HIV/AIDS		10/11/2008	30/11/2008	 Saúde	 DST/ AIDS		BRA/04/044-A272 - Missão de Prospecção para Cooperação Técnica na Área de Saúde - HIV/AIDS
BRA/04/044-A274	Cooperação Sul-Sul	Concluído	Missão de Capacitação da Pastoral da Criança à Guiné CONACRI.	Pastoral da Criança - PC	Missão de Capacitação da Pastoral da Criança à Guiné CONACRI.	 a atividade visa promover e reforçar a transferência da metodologia da Pastoral da Criança do Brasil.	12/11/2008	01/03/2010	 Saúde	 Nutrição e Alimentação	Pastoral da Criança - PC	BRA/04/044-A274 - Missão de Capacitação da Pastoral da Criança à Guiné CONACRI.
BRA/04/044-A275	Cooperação Sul-Sul	Concluído	Missão técnica para avaliação do Levantamento da Plataforma Continental moçambicana.	Marinha do Brasil - SECIRM - SECIRM	Missão técnica para avaliação do Levantamento da Plataforma Continental moçambicana.		13/11/2008	01/02/2009	 Administração Pública	 Administração Territorial	Marinha do Brasil - SECIRM - SECIRM	BRA/04/044-A275 - Missão técnica para avaliação do Levantamento da Plataforma Continental moçambicana.
BRA/04/043 -A118	Cooperação Sul-Sul	Concluído	Participação de representantes haitianos no III Congresso Mundial de Enfrentamento da Exploração Sexual de Crianças e Adolescentes	Brasil - BRA	Participação de representantes haitianos no III Congresso Mundial de Enfrentamento da Exploração Sexual de Crianças e Adolescentes		14/11/2008	30/11/2008	 Segurança Pública	 Defesa Civil	Brasil - BRA	BRA/04/043 -A118 - Participação de representantes haitianos no III Congresso Mundial de Enfrentamento da Exploração Sexual de Crianças e Adolescentes
BRA/04/043-S069	Cooperação Sul-Sul	Concluído	Apoio técnico para Implementação de Bancos de Leite Humano na Guatemala	Fundação Oswaldo Cruz - FIOCRUZ/MS	Apoio técnico para Implementação de Bancos de Leite Humano na Guatemala	 não utilizado	14/11/2008	31/08/2009	 Saúde	 Nutrição e Alimentação	Fundação Oswaldo Cruz - FIOCRUZ/MS	BRA/04/043-S069 - Apoio técnico para Implementação de Bancos de Leite Humano na Guatemala
BRA/04/043-A134	Cooperação Sul-Sul	Concluído	"""Capacitação na área de Educação, Cooperação e Segurança com Cidadania"""	Ministério da Justiça - MJ	"""Capacitação na área de Educação, Cooperação e Segurança com Cidadania"""	 Intercâmbio de experiências e boas práticas, coordenação de ações e apresentação de políticas públicas relativas ao Programa de Segurança Pública com Cidadania – PRONASCI – e demais políticas públicas desenvolvidas nos outros países, bem como criação de uma rede ibero-americana de segurança com cidadania.	17/11/2008	16/02/2009	 Justiça	 Organização Judiciária	Ministério da Justiça - MJ	"BRA/04/043-A134 - ""Capacitação na área de Educação, Cooperação e Segurança com Cidadania"""
BRA/04/043-A123	Cooperação Sul-Sul	Concluído	Participação de especialista guatemalteco na Reunião de representantes do Conselho Agropecuário Centro-Americano para discussão de projetos de cooperação técnica nas áreas de agricultura e segurança alimentar.	Companhia Nacional de Abastecimento - CONAB || Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério do Desenvolvimento Agrário (Brasil) - MDA	Participação de especialista guatemalteco na Reunião de representantes do Conselho Agropecuário Centro-Americano para discussão de projetos de cooperação técnica nas áreas de agricultura e segurança alimentar.		17/11/2008	17/01/2009	 Agricultura	 Agricultura Familiar	Companhia Nacional de Abastecimento - CONAB || Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério do Desenvolvimento Agrário (Brasil) - MDA	BRA/04/043-A123 - Participação de especialista guatemalteco na Reunião de representantes do Conselho Agropecuário Centro-Americano para discussão de projetos de cooperação técnica nas áreas de agricultura e segurança alimentar.
BRA/04/043-A121	Cooperação Sul-Sul	Concluído	Participação de Especialista Hondurenho na Reunião de Representantes do Conselho Agropecuário Centro-Americano para Discussão de Projetos de Cooperação Técnica nas Áreas de Agricultura e Segurança Alimentar.	Companhia Nacional de Abastecimento - CONAB || Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério do Desenvolvimento Agrário (Brasil) - MDA	Participação de Especialista Hondurenho na Reunião de Representantes do Conselho Agropecuário Centro-Americano para Discussão de Projetos de Cooperação Técnica nas Áreas de Agricultura e Segurança Alimentar.	 Aumentar a produtividade da produção agrícola dos países centro-americano, com vistas ao incremento da segurança alimentar na América Central.	17/11/2008	17/01/2009	 Agricultura	 Agricultura Familiar	Companhia Nacional de Abastecimento - CONAB || Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério do Desenvolvimento Agrário (Brasil) - MDA	BRA/04/043-A121 - Participação de Especialista Hondurenho na Reunião de Representantes do Conselho Agropecuário Centro-Americano para Discussão de Projetos de Cooperação Técnica nas Áreas de Agricultura e Segurança Alimentar.
BRA/04/043-A122	Cooperação Sul-Sul	Concluído	Participação de especialista nicaragüense na Reunião de representantes do Conselho Agropecuário Centro-Americano para discussão de projetos de cooperação técnica nas áreas de agricultura e segurança alimentar.	Companhia Nacional de Abastecimento - CONAB || Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério do Desenvolvimento Agrário (Brasil) - MDA	Participação de especialista nicaragüense na Reunião de representantes do Conselho Agropecuário Centro-Americano para discussão de projetos de cooperação técnica nas áreas de agricultura e segurança alimentar.	 Participação de especialista nicaragüense na Reunião de representantes do Conselho Agropecuário Centro-Americano para discussão de projetos de cooperação técnica nas áreas de agricultura e segurança alimentar.	17/11/2008	17/01/2009	 Agricultura	 Agricultura Familiar	Companhia Nacional de Abastecimento - CONAB || Coordenação-Geral de Ações Internacionais de Combate à Fome - CGFOME || Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA || Ministério do Desenvolvimento Agrário (Brasil) - MDA	BRA/04/043-A122 - Participação de especialista nicaragüense na Reunião de representantes do Conselho Agropecuário Centro-Americano para discussão de projetos de cooperação técnica nas áreas de agricultura e segurança alimentar.
BRA/04/043-A119	Cooperação Sul-Sul	Concluído	Missão de equalização e capacitação sobre o desenvolvimento de subprojeto de cooperação técnica no Setor Postal do Paraguai.	Empresa Brasileira de Correios e Telégrafos - ECT || Subsecretaria de Serviços Postais do Ministério das Comunicações - SUSP	Missão de equalização e capacitação sobre o desenvolvimento de subprojeto de cooperação técnica no Setor Postal do Paraguai.		18/11/2008	18/01/2009	 Comunicações	 Correios	Empresa Brasileira de Correios e Telégrafos - ECT || Subsecretaria de Serviços Postais do Ministério das Comunicações - SUSP	BRA/04/043-A119 - Missão de equalização e capacitação sobre o desenvolvimento de subprojeto de cooperação técnica no Setor Postal do Paraguai.
BRA/04/044-A276	Cooperação Sul-Sul	Concluído	Missão de desdobramento da avaliação atuarial de Cabo Verde e de elaboração de projeto de cooperação em políticas de investimento para o Instituto Nacional de Previdência Social	Ministério da Previdência Social - MPS	Missão de desdobramento da avaliação atuarial de Cabo Verde e de elaboração de projeto de cooperação em políticas de investimento para o Instituto Nacional de Previdência Social	 Esta Atividade Isolada tinha como objetivo prospectar projeto de cooperação técnica em Cabo Verde na área da Providencia social: componente fundo de pensões dos funcionários públicos.	18/11/2008	16/01/2009	 Desenvolvimento Social	 Previdência Social	Ministério da Previdência Social - MPS	BRA/04/044-A276 - Missão de desdobramento da avaliação atuarial de Cabo Verde e de elaboração de projeto de cooperação em políticas de investimento para o Instituto Nacional de Previdência Social
BRA/04/043-A132	Cooperação Sul-Sul	Concluído	Missão técnica para levantamento de propostas para operacionalizar a cooperação técnica no Haiti nas áreas de agricultura e segurança alimentar.	Programa das Nações Unidas para o Desenvolvimento - PNUD	Missão técnica para levantamento de propostas para operacionalizar a cooperação técnica no Haiti nas áreas de agricultura e segurança alimentar.		18/11/2008	30/12/2008	 Agricultura	 Agricultura Familiar	Programa das Nações Unidas para o Desenvolvimento - PNUD	BRA/04/043-A132 - Missão técnica para levantamento de propostas para operacionalizar a cooperação técnica no Haiti nas áreas de agricultura e segurança alimentar.
BRA/04/043-A127	Cooperação Sul-Sul	Concluído	Missão de especialistas brasileiros para detalhamento de novos projetos de cooperação técnica.	Serviço Social da Indústria (Nacional) - SESI	Missão de especialistas brasileiros para detalhamento de novos projetos de cooperação técnica.	 Detalhar novas demandas de cooperação técnica no âmbito do Programa de Cooperação Brasil-Colômbia e Brasil-Venezuela.	18/11/2008	18/12/2008	 Cooperação Técnica	 Missão de Prospecção/Multidisciplinar	Serviço Social da Indústria (Nacional) - SESI	BRA/04/043-A127 - Missão de especialistas brasileiros para detalhamento de novos projetos de cooperação técnica.
BRA/04/043-A128	Cooperação Sul-Sul	Concluído	Mapeamento de Material Genético e da Produção de Matérias Primas de Biocombustíveis no Paraguai.	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Mapeamento de Material Genético e da Produção de Matérias Primas de Biocombustíveis no Paraguai.	 A atividade tem o objetivo o mapeamento de material genético e avaliar a produção de matéria-prima (soja e mamona) no Paraguai.	19/11/2008	18/01/2009	 Minas e Energia	 Biocombustíveis	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/04/043-A128 - Mapeamento de Material Genético e da Produção de Matérias Primas de Biocombustíveis no Paraguai.
BRA/04/043-S068	Cooperação Sul-Sul	Concluído	Desenvolvimento de Capacidades em Gestão de Áreas Protegidas		Desenvolvimento de Capacidades em Gestão de Áreas Protegidas	 Planejar e elaborar documentos  entre Brasil e Argentina com respeito aos Planos de Manejo de Parques Nacionais, através da capacitação de técnicos em diferentes matérias e o intercâmbio de experiências.	20/11/2008	20/11/2010	 Meio Ambiente	 Recuperação de Áreas Degradadas		BRA/04/043-S068 - Desenvolvimento de Capacidades em Gestão de Áreas Protegidas
